,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,isNewBuilt,hasStormProtector,hasStorageRoom,hasGuestRoom,price
1891,71398,36,0,1,83,7116,0,1,1,6,7143594.2
1892,64894,8,1,0,28,18098,0,1,0,0,6495345.2
1893,50556,43,1,0,34,10459,1,0,0,6,5061327.1
1894,9776,15,0,1,74,41623,0,0,0,7,984138.2
1895,96347,68,0,1,55,87676,1,1,1,9,9637701.8
1896,78357,13,1,0,98,15798,1,0,1,5,7839653.6
1897,2744,62,1,1,4,67276,0,0,1,9,278798.8
1898,90703,80,1,1,88,57686,1,1,1,10,9082664.4
1899,57415,21,1,1,43,87484,1,1,1,0,5752367.0
1900,85486,33,0,1,46,78442,0,0,0,2,8553308.3
1901,90981,76,1,1,89,82475,0,1,1,6,9107657.3
1902,12989,47,0,0,95,84007,1,0,0,10,1306641.7
1903,89561,54,1,1,92,87853,0,0,0,4,8968239.3
1904,28828,63,1,1,11,27902,1,0,1,1,2893152.8
1905,50956,33,0,0,25,84479,0,1,0,1,5096675.8
1906,13082,24,1,0,48,65999,0,1,1,3,1316514.5
1907,30645,87,0,1,28,65853,0,1,0,7,3068569.1
1908,87669,30,1,1,23,92149,0,0,1,8,8777427.0
1909,3577,50,1,1,94,57999,1,1,0,10,366957.3
1910,92943,43,1,0,9,53873,0,1,0,8,9300361.4
1911,34721,80,0,0,55,47564,1,0,1,1,3474091.2
1912,34764,16,0,1,80,39261,1,1,0,6,3484320.0
1913,51329,27,0,0,63,37986,1,1,0,7,5137918.0
1914,77198,68,0,1,76,53958,0,0,1,3,7728649.0
1915,59560,21,0,0,69,31501,1,1,1,0,5960180.9
1916,28561,85,0,1,11,71233,0,1,1,7,2862521.9
1917,24323,65,1,1,46,49113,0,1,0,4,2439231.5
1918,74383,58,0,0,14,20734,1,1,0,6,7439935.2
1919,93734,17,1,1,62,29088,0,1,0,2,9385146.9
1920,30342,26,0,0,91,29644,1,1,1,10,3039602.0
1921,69629,20,1,1,95,48419,1,0,0,7,6972311.6
1922,70494,69,1,1,98,30556,0,0,0,9,7059376.5
1923,2609,84,0,1,88,33910,0,0,0,1,270146.2
1924,95610,12,1,0,28,16949,1,0,1,4,9567484.3
1925,26046,6,0,0,52,7677,0,0,0,5,2609010.2
1926,65309,69,0,0,27,20662,0,1,1,1,6532309.1
1927,17872,82,1,0,89,40057,0,1,0,3,1791761.2
1928,46735,54,1,1,28,74206,1,1,1,7,4682390.4
1929,50560,23,0,0,49,39164,1,0,0,5,5058512.2
1930,19714,35,1,1,47,23007,1,1,1,9,1983648.6
1931,41132,53,1,1,53,72566,1,0,1,1,4122535.4
1932,47615,4,0,0,77,290,0,0,1,5,4768372.6
1933,16187,31,1,1,22,16768,1,1,1,1,1626142.4
1934,31616,59,0,1,35,28454,0,1,1,10,3166791.8
1935,6551,52,1,1,3,82888,1,0,0,10,662414.8
1936,34162,76,1,1,78,35560,1,0,1,5,3426173.8
1937,23123,64,1,1,24,78425,1,1,0,8,2319772.4
1938,65118,46,1,1,34,83042,0,1,1,5,6521916.1
1939,52287,45,1,1,33,84580,0,1,1,8,5233872.3
1940,86437,45,1,0,71,94679,1,0,1,8,8651644.1
1941,53662,94,1,1,61,21744,1,1,1,5,5371947.3
1942,27327,96,0,0,68,75406,1,1,1,9,2739443.4
1943,13160,55,1,0,76,67551,0,1,1,0,1323840.6
1944,99278,79,1,0,84,9586,0,0,0,3,9937148.6
1945,8493,12,0,1,71,6909,0,0,1,3,856106.0
1946,16101,66,1,1,36,5438,1,0,0,10,1621185.3
1947,1054,53,1,0,9,46200,0,1,1,2,108029.8
1948,40511,89,1,1,18,14273,1,0,1,8,4060278.6
1949,62060,100,0,0,29,90952,0,0,0,9,6207859.0
1950,35968,13,0,1,72,26340,1,1,1,8,3602388.0
1951,89136,37,0,0,84,91205,1,0,0,9,8920113.7
1952,16416,75,0,0,98,57335,0,1,0,4,1650531.2
1953,92582,13,1,0,65,62542,1,1,0,8,9268566.2
1954,91239,99,1,1,28,87820,1,1,0,10,9133551.0
1955,94257,85,1,0,78,9021,0,0,1,6,9435819.1
1956,6048,100,1,0,43,61339,1,0,0,4,609426.1
1957,66222,7,0,1,99,96233,1,0,1,6,6627187.1
1958,7917,39,0,1,51,877,1,1,1,2,800462.9
1959,60498,78,0,1,79,48446,0,0,1,5,6058305.1
1960,17635,17,1,1,20,12706,0,0,0,7,1770551.4
1961,56414,55,1,0,24,32319,1,0,0,7,5646944.4
1962,55984,92,0,1,51,35375,0,1,0,5,5604992.9
1963,97184,95,0,1,60,41583,0,1,0,8,9725732.2
1964,17673,92,0,0,51,30693,1,0,1,3,1768662.3
1965,87561,32,0,0,34,16616,0,1,1,3,8759873.7
1966,69323,36,0,1,51,30468,1,1,1,7,6937072.5
1967,76373,33,0,1,32,69322,0,1,1,6,7641233.5
1968,7362,14,0,0,16,13055,0,0,1,7,738168.0
1969,15822,15,0,1,16,90599,1,0,1,9,1584936.5
1970,74688,85,0,0,73,82728,0,1,0,3,7475875.9
1971,15713,12,0,0,68,32542,0,0,1,10,1576682.6
1972,79092,12,1,1,78,42106,1,0,0,3,7920131.9
1973,51018,88,0,1,73,52753,1,1,0,3,5108683.9
1974,19039,60,0,1,63,76684,1,1,0,6,1910454.2
1975,68660,9,1,1,50,62454,1,0,0,10,6875785.8
1976,81404,69,1,0,8,39713,0,0,0,3,8145005.3
1977,84825,30,0,0,68,91913,1,0,0,1,8484171.5
1978,77086,55,0,1,92,27478,1,1,0,7,7714958.6
1979,18834,29,0,1,34,3629,0,1,1,6,1887913.1
1980,30018,49,1,1,29,14808,1,1,1,7,3008092.3
1981,11351,80,0,0,99,5847,1,0,1,2,1139512.2
1982,80309,44,0,1,50,40668,0,0,1,8,8039284.1
1983,12983,7,1,1,19,71169,1,0,0,9,1305339.7
1984,31706,12,0,1,86,82841,0,1,0,6,3178060.6
1985,84568,45,1,1,86,35227,1,0,1,3,8467953.1
1986,77604,38,0,1,47,67056,1,0,0,9,7767659.9
1987,23118,75,1,1,81,81723,1,0,0,0,2326378.2
1988,52851,68,0,0,43,12881,0,1,0,6,5287766.1
1989,69364,24,1,1,2,44116,0,1,0,9,6943393.2
1990,53645,57,0,0,14,14088,1,0,0,7,5366189.5
1991,37819,91,0,0,93,88724,0,0,0,4,3791037.0
1992,61578,47,1,1,35,38455,1,1,0,7,6170525.9
1993,14443,11,1,1,13,95559,0,1,0,3,1452025.0
1994,42469,26,0,1,77,74056,0,0,0,9,4258191.6
1995,12148,71,1,0,63,72752,0,0,1,1,1218447.7
1996,43552,51,0,0,70,14069,0,0,1,7,4357922.1
1997,88589,2,0,0,81,59791,0,1,0,9,8866678.1
1998,35133,26,1,0,60,46784,1,1,0,5,3521964.5
1999,38502,77,1,1,11,33167,1,1,0,9,3861362.0
2000,77747,50,1,1,72,98938,0,1,0,3,7786197.4
2001,28459,52,0,0,4,50114,1,1,0,6,2846923.2
2002,34668,69,1,1,12,17366,0,1,1,7,3475230.2
2003,64335,4,0,0,83,65939,1,0,0,1,6435779.0
2004,22875,86,1,0,95,8661,0,0,0,7,2295511.4
2005,42242,62,1,1,64,24809,0,1,1,1,4238504.9
2006,99872,60,0,0,27,53068,0,1,0,9,9989326.2
2007,51963,42,1,0,7,33917,0,0,1,9,5200015.0
2008,49411,29,0,1,8,21931,0,1,0,1,4944414.2
2009,37852,1,0,1,77,92714,0,0,0,3,3790538.9
2010,11694,95,1,1,64,80456,1,0,1,8,1185882.1
2011,71593,92,0,0,34,82914,1,1,1,7,7160694.5
2012,14639,94,1,0,99,45011,0,0,1,2,1467522.1
2013,17723,48,1,1,82,28332,1,1,0,5,1781409.7
2014,88759,85,0,1,94,69450,0,1,0,7,8882062.2
2015,59260,39,1,1,35,94035,1,1,0,10,5932371.8
2016,25333,24,0,1,16,5799,0,0,1,1,2538258.3
2017,81572,26,0,0,86,18797,1,0,0,6,8163755.5
2018,89167,93,1,0,49,36323,1,1,0,10,8923665.3
2019,59108,38,0,0,84,54889,0,0,1,3,5913599.2
2020,76932,16,0,0,80,78108,1,0,1,10,7698911.0
2021,98250,45,1,0,13,51326,1,0,1,6,9830956.2
2022,55429,85,0,1,16,49044,1,1,0,9,5547619.1
2023,39750,46,0,1,41,43216,0,1,0,10,3982103.2
2024,92846,12,0,1,45,65980,1,1,1,1,9289625.5
2025,42623,92,1,0,18,18227,1,0,1,1,4268615.9
2026,26428,55,1,1,94,94645,1,0,1,2,2655761.2
2027,98547,4,0,1,51,61684,1,0,1,8,9860566.8
2028,68391,99,0,0,10,46601,1,0,1,9,6840640.9
2029,49939,91,1,1,67,61773,0,0,0,5,5006544.0
2030,63822,79,0,1,30,97199,0,0,1,10,6388329.1
2031,1853,49,0,0,29,55608,0,1,1,8,188275.0
2032,87908,29,1,0,99,3091,1,0,0,6,8797517.6
2033,50223,34,0,0,80,98357,1,0,0,3,5030381.6
2034,14598,12,0,1,2,63878,1,1,0,3,1465055.0
2035,27728,59,1,1,52,53450,1,1,1,2,2784047.1
2036,33947,56,1,1,83,123,0,1,0,4,3403675.3
2037,25802,89,0,0,63,1385,1,0,1,0,2581922.3
2038,71623,11,1,0,30,98669,0,0,0,6,7167463.8
2039,53629,57,1,1,9,77081,0,1,0,10,5366623.2
2040,79555,80,0,0,6,50025,1,0,0,0,7956251.0
2041,35060,21,0,1,82,456,0,1,0,8,3513606.3
2042,19298,73,0,0,4,55728,1,0,0,9,1930595.6
2043,35788,33,1,1,37,93085,0,0,1,6,3586313.8
2044,742,92,0,1,62,78378,0,0,1,9,79288.2
2045,4306,82,0,1,65,99578,1,1,1,8,440424.9
2046,85397,2,1,1,17,82306,0,0,1,7,8544806.6
2047,19598,44,1,1,2,4434,1,0,0,9,1965660.5
2048,79338,35,1,1,80,64607,1,1,0,2,7943850.4
2049,919,7,1,1,23,5253,0,1,0,6,100175.2
2050,57764,85,1,1,91,92959,1,1,0,9,5785302.5
2051,91266,17,0,0,21,39977,1,1,1,5,9128050.2
2052,7201,97,0,1,59,96126,1,1,1,5,728462.4
2053,64297,88,0,0,96,95406,0,0,0,8,6433264.4
2054,21054,56,0,1,46,73635,1,0,1,3,2111055.2
2055,84213,27,1,0,59,9809,1,0,0,4,8429482.7
2056,82928,1,1,0,70,53056,1,1,1,8,8297655.7
2057,17847,85,1,1,15,49213,1,0,1,1,1790044.0
2058,85420,77,1,0,18,70149,1,1,0,9,8547192.3
2059,58571,24,1,1,96,96365,1,1,0,4,5871811.6
2060,39066,20,0,1,27,95736,0,1,1,3,3914366.1
2061,76971,9,0,1,82,44184,1,1,1,2,7704323.2
2062,72509,45,1,1,98,66762,1,0,1,10,7262915.5
2063,78498,32,1,1,99,99615,1,0,0,0,7865584.3
2064,67360,62,1,0,77,19166,1,1,0,4,6748344.4
2065,85926,3,1,1,35,22374,0,0,0,1,8601212.2
2066,67302,75,1,0,37,27333,0,0,1,2,6736275.3
2067,2783,95,0,1,42,33962,1,1,0,0,285274.4
2068,54096,76,1,1,81,82008,1,0,1,3,5421215.9
2069,98102,41,0,0,36,12459,1,1,1,7,9812451.0
2070,2065,43,1,0,81,51593,0,1,1,7,216333.2
2071,2908,99,1,1,79,72906,0,0,1,2,301147.8
2072,89144,92,1,1,52,35623,0,0,1,1,8920858.2
2073,94196,62,1,1,25,25206,0,1,1,5,9427245.6
2074,17818,61,0,1,32,86721,0,1,0,2,1785818.8
2075,26050,20,0,1,48,39634,1,0,0,2,2612716.1
2076,92688,17,0,0,41,73006,1,0,1,0,9271540.4
2077,63304,18,1,0,81,14366,0,1,1,7,6342245.7
2078,84827,9,0,1,62,52069,1,0,0,2,8487673.8
2079,75762,87,0,0,10,72679,0,1,1,8,7577001.4
2080,30513,57,0,1,86,63047,0,0,1,8,3062130.6
2081,91604,28,1,1,57,52200,0,1,1,5,9169471.8
2082,68365,96,0,1,79,31033,1,1,1,6,6846772.0
2083,96037,58,1,0,4,16053,0,0,0,0,9606569.3
2084,63137,34,0,1,46,59502,0,0,1,2,6319616.4
2085,98951,98,1,0,46,86148,0,1,1,4,9905156.2
2086,69623,69,0,0,54,12448,0,0,1,2,6966322.7
2087,75689,19,0,0,32,21846,1,0,0,0,7571270.6
2088,16147,47,0,1,63,58471,1,0,1,0,1620485.0
2089,73739,27,1,1,10,57048,1,0,1,2,7382091.9
2090,93361,15,1,0,7,73932,0,0,0,5,9340382.6
2091,59300,61,0,1,81,92773,0,0,1,8,5934782.6
2092,5988,72,1,1,10,57227,0,0,1,2,606466.9
2093,15009,100,1,0,9,9262,1,0,1,5,1506018.9
2094,1863,61,1,1,81,40624,1,1,0,1,197006.0
2095,28700,7,1,0,18,90688,0,1,1,1,2873058.5
2096,1012,23,0,0,81,71883,1,1,0,3,106809.1
2097,28238,51,0,1,51,64670,1,0,0,0,2828215.0
2098,10069,71,0,0,40,59041,1,1,1,0,1010749.0
2099,12279,2,1,0,75,98910,1,0,1,2,1237678.0
2100,61924,89,0,1,21,57805,0,1,1,4,6198532.3
2101,54550,94,0,1,59,5827,0,1,0,5,5460811.7
2102,84491,83,1,1,16,27636,0,1,0,6,8457523.6
2103,4007,2,1,0,11,3545,0,1,0,1,404732.0
2104,55238,86,0,1,63,39533,1,1,1,7,5527940.8
2105,47794,35,0,1,78,94512,1,0,1,7,4784670.4
2106,37944,37,0,1,54,30467,1,0,1,8,3799916.5
2107,14434,8,1,0,54,18973,1,0,1,10,1453434.3
2108,12193,32,0,0,6,53461,0,1,0,8,1220166.6
2109,41757,46,0,0,31,7214,0,1,0,0,4177546.6
2110,84609,59,1,1,29,57704,1,0,0,10,8469601.6
2111,7517,20,1,0,59,4423,1,1,0,2,756764.4
2112,89974,11,1,1,43,77799,1,0,0,8,9008989.0
2113,56191,6,1,1,51,84313,1,1,0,4,5625288.5
2114,36799,77,0,1,56,17623,0,1,0,7,3685628.2
2115,60555,100,1,1,17,87291,1,0,0,10,6065217.6
2116,80582,24,1,0,74,65750,1,0,1,8,8067342.1
2117,28964,75,0,1,54,64637,0,1,1,3,2905336.4
2118,45467,82,0,1,29,75809,0,0,1,10,4551038.6
2119,80039,86,1,1,45,14020,1,0,1,7,8009219.6
2120,94744,36,0,1,12,32003,1,1,1,10,9477533.0
2121,23494,3,1,1,61,5253,1,1,1,6,2361737.4
2122,8908,7,1,0,58,35469,0,0,0,1,896834.7
2123,8416,63,1,1,99,87396,1,0,0,10,850814.3
2124,50070,66,0,1,47,51088,0,1,1,6,5010998.5
2125,18286,89,0,0,78,76283,0,1,1,6,1833185.6
2126,67798,54,0,0,87,46628,1,0,1,2,6783470.3
2127,71025,99,0,0,23,4861,1,1,0,7,7104405.0
2128,23088,29,0,0,55,88095,0,1,0,2,2313705.0
2129,96923,94,1,0,2,90110,1,1,0,4,9694422.8
2130,22587,48,1,1,29,2661,0,0,0,3,2266626.8
2131,81793,10,0,0,73,95922,0,0,1,4,8184784.8
2132,92698,19,1,0,28,75398,0,0,1,3,9274536.6
2133,61241,19,0,0,45,80077,0,1,0,2,6125986.9
2134,21068,18,1,1,85,23455,1,1,0,1,2118534.0
2135,84154,70,0,0,83,24336,0,1,0,6,8419569.8
2136,63437,51,1,1,78,84675,0,0,1,10,6351922.0
2137,34441,35,0,1,1,35192,0,0,0,1,3447690.2
2138,70634,46,0,0,7,74343,0,1,1,9,7064676.2
2139,16174,26,1,0,100,2858,1,1,1,1,1632405.0
2140,53330,81,0,0,8,5775,1,1,0,9,5334440.2
2141,49092,10,1,1,81,82817,0,0,0,4,4923130.2
2142,39899,65,0,0,41,19460,0,0,1,1,3993466.6
2143,44994,4,0,1,71,446,0,1,0,9,4507755.7
2144,31088,59,0,1,40,31169,0,0,1,7,3116014.3
2145,9447,28,0,1,9,4557,0,0,1,6,949332.5
2146,83936,20,0,1,25,57795,0,1,0,8,8399014.5
2147,82910,41,0,0,73,6852,0,1,1,8,8295330.5
2148,43215,68,1,0,4,58470,1,1,0,6,4323726.8
2149,21597,45,0,0,74,83103,1,0,0,6,2161065.5
2150,958,48,1,0,15,41937,1,1,1,1,99445.6
2151,11904,59,0,1,55,79610,1,0,1,3,1198851.3
2152,63693,10,1,0,94,15304,0,1,1,10,6379693.5
2153,15555,13,0,0,66,50637,0,0,0,3,1558805.4
2154,88308,31,1,0,35,43367,1,1,1,6,8838121.4
2155,72161,65,0,0,94,33126,0,0,0,3,7225761.8
2156,48684,47,0,0,87,13007,1,1,0,1,4870243.5
2157,37494,32,0,0,66,46266,0,0,0,10,3752888.6
2158,87587,80,0,0,59,88746,0,0,1,7,8761570.1
2159,19507,46,1,0,55,76887,1,1,0,9,1955298.0
2160,63600,7,1,1,20,84792,0,1,0,8,6369418.8
2161,73482,65,0,0,33,16095,0,0,1,6,7351375.3
2162,43020,3,0,1,75,35526,0,1,1,2,4306904.2
2163,58949,9,0,0,36,30936,1,0,0,1,5897197.6
2164,84431,72,0,0,35,91450,1,0,0,5,8445624.6
2165,26299,53,0,0,82,81489,1,1,0,4,2638300.0
2166,73073,66,0,1,54,67669,0,0,0,0,7317758.3
2167,73031,1,0,1,59,81815,0,1,1,6,7309235.3
2168,13283,67,1,0,95,2766,0,0,0,4,1334061.8
2169,5086,54,0,0,99,10704,1,0,1,8,516329.3
2170,15880,4,0,0,26,75365,1,0,1,10,1591475.6
2171,99093,39,1,0,34,42143,0,1,0,3,9914508.2
2172,56701,60,1,1,34,91300,0,0,0,4,5673882.8
2173,9920,82,0,1,16,77792,1,1,1,1,996888.7
2174,7228,22,1,1,86,46443,1,1,1,2,737118.2
2175,18684,79,1,0,42,12905,0,0,0,6,1877347.0
2176,36297,52,1,1,60,26724,1,0,0,2,3637736.7
2177,29753,69,1,1,68,40412,1,1,1,2,2986236.7
2178,16915,1,1,0,82,97706,0,1,0,5,1701274.6
2179,11593,40,1,0,57,95939,0,0,0,8,1166355.7
2180,76658,24,1,1,7,10408,1,1,1,3,7674076.0
2181,28436,50,0,1,90,11067,1,1,0,1,2848381.9
2182,22461,85,0,1,70,94411,1,0,1,1,2255310.9
2183,59071,87,0,0,24,19336,1,1,0,6,5909009.2
2184,78010,16,1,1,100,23653,1,1,0,6,7809768.4
2185,14079,32,1,1,81,79296,1,1,1,6,1419421.1
2186,68726,93,1,1,44,46443,1,1,1,0,6881563.4
2187,37856,97,1,0,85,81608,1,0,1,5,3792661.8
2188,2789,83,1,0,55,57316,1,0,1,9,283446.4
2189,11512,93,0,0,59,86123,0,1,0,7,1152954.2
2190,82377,82,1,0,1,38588,0,0,1,7,8241773.7
2191,99648,97,0,1,39,40035,0,1,0,5,9971099.6
2192,68269,16,0,1,41,79661,0,0,1,9,6835405.7
2193,48831,69,0,1,29,84669,0,0,1,3,4889109.5
2194,96228,54,1,0,76,46927,1,0,1,0,9627177.7
2195,36936,97,1,0,65,8495,0,0,1,9,3697084.2
2196,93217,54,0,0,95,4907,0,1,0,9,9328799.7
2197,70715,49,1,0,45,56692,0,1,1,2,7076608.1
2198,33512,28,1,0,46,96775,1,0,0,8,3355634.7
2199,61587,25,1,0,93,60436,1,1,0,7,6167753.1
2200,32910,67,1,1,15,92975,0,1,1,5,3301042.0
2201,64963,33,1,0,55,24858,0,1,1,2,6500685.4
2202,35519,100,1,1,28,74991,0,1,0,3,3558953.3
2203,56501,81,0,0,27,29635,1,1,0,7,5651274.0
2204,35005,23,1,1,2,63019,0,0,1,1,3507342.1
2205,44969,89,0,0,61,26280,1,0,0,2,4502396.5
2206,16460,93,1,0,98,68872,0,0,0,7,1660482.9
2207,9155,41,1,1,67,97714,1,1,0,0,922517.4
2208,52646,91,1,0,30,35763,1,0,1,0,5272375.1
2209,74623,98,1,0,99,49182,1,0,1,1,7477062.9
2210,24547,69,1,1,50,43892,1,1,1,7,2463506.6
2211,64492,84,1,1,31,5498,1,0,1,1,6459748.4
2212,45989,84,1,1,74,40727,1,1,1,0,4611619.8
2213,79549,44,1,1,4,85226,0,0,1,8,7961296.4
2214,82284,19,0,1,90,58419,1,0,1,1,8236956.5
2215,48240,65,1,0,94,38726,0,1,1,0,4831157.4
2216,663,59,0,0,9,31509,0,1,0,1,67550.0
2217,46505,63,1,0,11,79467,0,0,0,7,4654841.3
2218,47651,32,0,0,54,60052,0,0,1,1,4768941.4
2219,85811,70,1,1,91,66014,1,0,1,1,8594337.9
2220,60936,91,1,0,33,52550,1,0,0,5,6098399.6
2221,42407,33,0,0,86,97183,1,1,0,8,4247458.1
2222,84181,78,0,1,3,9896,0,1,0,5,8420281.0
2223,86680,94,0,1,4,25439,1,1,1,1,8672197.1
2224,4690,15,1,1,7,30572,1,0,1,4,474716.4
2225,49779,77,1,1,31,50053,1,1,0,6,4986710.6
2226,32204,3,0,1,3,24865,0,0,0,9,3226023.1
2227,6547,93,0,0,20,70033,0,0,1,7,657002.1
2228,5801,42,1,0,74,46764,0,0,1,8,587160.6
2229,49033,67,0,1,92,48676,1,0,1,3,4913241.0
2230,22468,61,0,0,21,56991,0,0,0,1,2248298.3
2231,73885,47,0,1,31,33591,1,0,0,9,7393278.9
2232,10252,49,0,1,22,32288,0,0,0,3,1030176.7
2233,57639,65,1,1,40,37618,1,0,0,6,5769167.2
2234,3802,10,0,0,98,91448,0,1,1,3,388147.1
2235,68862,78,1,0,12,71442,0,1,0,9,6891082.7
2236,30312,65,1,0,78,33287,1,0,1,2,3038342.6
2237,1256,2,1,0,9,97976,0,1,0,3,130440.8
2238,74893,94,1,0,87,15460,1,1,0,0,7494261.0
2239,99125,99,1,0,16,11283,0,1,0,7,9916436.8
2240,99104,77,1,1,64,17030,1,1,1,5,9922700.1
2241,31644,35,0,1,42,96222,1,1,1,5,3169499.3
2242,84789,50,0,1,27,91548,0,0,0,9,8484814.2
2243,71807,99,1,0,87,27489,0,1,1,9,7193582.6
2244,57412,53,1,0,6,94887,0,1,1,5,5747107.3
2245,14921,74,0,0,64,18913,0,1,1,2,1496575.5
2246,65830,45,1,0,4,95917,0,1,0,1,6587835.7
2247,84872,55,1,1,78,95194,0,1,0,0,8500395.5
2248,30877,44,1,0,5,12980,0,1,0,6,3089945.1
2249,9642,33,1,0,59,18769,1,0,1,1,971897.1
2250,53798,78,0,1,52,51244,1,1,1,10,5386875.3
2251,82733,48,1,1,87,84652,1,0,0,4,8287927.8
2252,99670,35,1,0,55,11357,1,1,1,0,9974144.9
2253,95968,59,1,1,59,10522,1,0,0,0,9609048.9
2254,31357,85,1,0,76,89246,1,1,1,6,3141062.7
2255,5012,77,1,1,64,94755,1,0,0,8,511059.8
2256,32088,25,0,0,87,43023,1,0,0,3,3216535.8
2257,99355,81,1,1,68,69687,0,0,1,4,9940016.4
2258,98940,15,1,1,65,75702,0,1,0,10,9899873.5
2259,78916,18,1,0,8,54200,1,0,0,5,7897498.9
2260,31844,5,0,0,57,36856,1,0,1,1,3190358.8
2261,46367,77,1,1,10,24021,1,1,1,10,4641159.4
2262,73889,32,1,1,93,95965,1,1,1,0,7403420.6
2263,27769,42,1,1,54,31372,1,1,0,7,2791895.2
2264,19911,8,1,1,22,14792,0,1,0,8,1997090.6
2265,44513,65,0,1,49,45227,1,1,0,5,4457776.3
2266,54631,69,1,1,43,1911,0,1,0,1,5471295.6
2267,49806,15,1,0,6,72364,1,0,1,7,4983577.1
2268,3289,89,0,0,72,54310,0,1,1,8,330701.2
2269,17109,89,0,1,35,14637,0,0,1,6,1719159.0
2270,65046,86,0,0,48,38597,1,1,1,3,6506466.1
2271,47264,21,1,1,50,78063,0,1,0,7,4737385.3
2272,13898,96,0,0,41,2434,1,1,1,1,1393356.7
2273,9750,84,0,1,85,80322,1,1,1,5,982119.9
2274,60238,99,0,0,98,80008,1,0,1,4,6028617.0
2275,39591,48,1,1,55,5758,1,0,1,10,3967203.1
2276,58046,61,1,1,29,89671,0,1,1,1,5811902.1
2277,54694,75,1,0,73,3520,0,0,0,4,5478956.6
2278,26864,34,0,0,86,33578,1,0,0,7,2692368.1
2279,71657,2,0,1,42,42600,1,0,0,7,7170264.2
2280,43524,58,0,0,28,71371,0,1,0,0,4354494.3
2281,65357,83,0,0,6,73184,0,0,0,4,6536555.0
2282,1664,52,1,1,25,49566,1,1,0,8,174007.2
2283,18349,49,1,1,47,78897,1,1,1,5,1844863.7
2284,47870,23,1,1,59,9458,0,0,0,10,4795565.8
2285,61761,77,0,0,10,34259,1,0,0,2,6177711.4
2286,99266,80,1,1,39,95079,0,1,1,0,9932775.6
2287,85512,64,1,1,73,57918,1,0,0,9,8560263.4
2288,97392,48,0,1,83,29178,1,1,0,2,9746606.6
2289,91440,98,0,0,95,12160,0,1,1,4,9150599.4
2290,51813,48,0,0,97,69044,1,1,1,8,5187344.9
2291,22601,79,1,1,6,53717,1,1,1,10,2268497.2
2292,34901,13,0,0,32,64557,0,0,0,8,3493455.0
2293,74300,50,1,0,14,69316,0,1,1,10,7436179.1
2294,6178,4,0,1,41,36038,1,1,1,10,625784.9
2295,42873,48,1,1,95,64977,0,0,0,6,4295566.9
2296,38172,58,0,1,69,94407,0,1,1,1,3822350.7
2297,25624,79,1,0,91,62302,1,0,0,3,2566661.2
2298,78765,84,1,0,51,69037,1,0,1,4,7886131.1
2299,28911,58,1,1,55,91758,0,1,0,0,2902639.1
2300,58492,82,1,1,87,95914,0,1,1,8,5860459.5
2301,38075,72,0,1,28,10185,0,1,0,8,3812421.5
2302,41371,14,0,0,64,14407,0,0,1,1,4139663.3
2303,35522,94,0,1,5,73529,0,0,1,6,3554423.4
2304,52856,3,1,0,1,54730,0,1,0,1,5289891.3
2305,28988,14,1,0,38,56444,0,0,1,5,2907130.4
2306,56555,90,1,1,78,49805,0,0,1,1,5668603.0
2307,52254,56,0,0,91,91881,0,1,0,2,5230022.5
2308,32879,88,0,1,74,3122,1,1,0,10,3299134.1
2309,25012,61,1,0,2,66817,0,1,1,8,2503623.4
2310,4865,61,1,0,8,3642,1,0,1,4,491173.9
2311,49395,20,0,0,10,36486,1,0,0,0,4941101.5
2312,10606,76,0,1,16,22784,0,1,1,0,1064850.6
2313,63724,30,1,1,16,41885,1,1,0,4,6378709.2
2314,33956,92,0,1,46,56356,0,0,1,10,3404280.1
2315,82900,16,0,0,71,85041,0,0,0,3,8292317.1
2316,93319,53,1,0,61,21064,1,0,0,9,9338497.8
2317,95160,71,1,0,27,42152,1,0,0,3,9522790.1
2318,59498,94,0,0,24,69819,0,1,1,6,5952425.8
2319,148,91,0,0,11,27008,1,1,1,10,16799.2
2320,67709,82,1,0,2,57705,0,0,1,1,6776316.2
2321,93224,34,0,1,85,44052,1,0,0,1,9329864.9
2322,76183,69,0,0,41,35703,0,1,0,0,7620092.6
2323,37132,24,0,0,38,38630,1,0,1,3,3714296.9
2324,66993,81,1,1,72,4017,0,1,1,2,6710225.6
2325,82244,92,0,1,24,64217,1,1,0,10,8228737.0
2326,29370,13,0,0,45,67217,0,1,0,9,2938725.2
2327,66129,76,0,0,48,82092,0,0,1,9,6615134.0
2328,29846,50,0,0,14,89802,0,0,0,2,2985095.8
2329,64108,67,0,1,98,71492,1,1,0,4,6423668.2
2330,2850,42,1,0,37,7039,1,0,0,0,290875.2
2331,35652,48,0,0,33,75797,1,0,0,4,3569151.6
2332,10932,28,0,0,49,83133,0,0,1,9,1094185.7
2333,58914,54,1,1,73,23712,0,1,0,9,5899786.7
2334,12018,4,1,0,88,16975,0,1,1,6,1213311.6
2335,91395,16,0,0,25,11151,0,0,0,6,9141900.8
2336,73956,23,1,0,90,31225,1,1,0,8,7400410.6
2337,49421,26,0,0,10,29782,1,1,0,4,4943342.0
2338,55529,15,1,1,84,5940,0,0,1,6,5558926.8
2339,43547,84,0,1,12,48375,1,0,1,2,4358059.6
2340,28554,21,0,0,45,80743,0,0,1,3,2856686.2
2341,85341,52,1,0,36,42247,0,1,1,4,8538869.4
